Query,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
126008,NA,NA,NA,NA,NA,NA,NA,0
126009,NA,NA,NA,NA,NA,NA,NA,0
126010,NA,NA,NA,NA,NA,NA,NA,0
126011,NA,NA,NA,NA,NA,NA,NA,0
126012,NA,NA,NA,NA,NA,NA,NA,0
126013,NA,NA,NA,NA,NA,NA,NA,0
126014,NA,NA,NA,NA,NA,NA,NA,0
126015,NA,NA,NA,NA,NA,NA,NA,0
126016,NA,NA,NA,NA,NA,NA,NA,0
126275,NA,NA,NA,NA,NA,NA,NA,0
126276,NA,NA,NA,NA,NA,NA,NA,0
126277,NA,NA,NA,NA,NA,NA,NA,0
126278,NA,NA,NA,NA,NA,NA,NA,0
126279,NA,NA,NA,NA,NA,NA,NA,0
126280,NA,NA,NA,NA,NA,NA,NA,0
126281,NA,NA,NA,NA,NA,NA,NA,0
126282,NA,NA,NA,NA,NA,NA,NA,0
126283,NA,NA,NA,NA,NA,NA,NA,0
126284,NA,NA,NA,NA,NA,NA,NA,0
126285,NA,NA,NA,NA,NA,NA,NA,0
126286,NA,NA,NA,NA,NA,NA,NA,0
126287,NA,NA,NA,NA,NA,NA,NA,0
126288,NA,NA,NA,NA,NA,NA,NA,0
126289,NA,NA,NA,NA,NA,NA,NA,0
126290,NA,NA,NA,NA,NA,NA,NA,0
126291,NA,NA,NA,NA,NA,NA,NA,0
126292,NA,NA,NA,NA,NA,NA,NA,0
126293,NA,NA,NA,NA,NA,NA,NA,0
126294,NA,NA,NA,NA,NA,NA,NA,0
126295,NA,NA,NA,NA,NA,NA,NA,0
126296,NA,NA,NA,NA,NA,NA,NA,0
126297,NA,NA,NA,NA,NA,NA,NA,0
126298,NA,NA,NA,NA,NA,NA,NA,0
126299,NA,NA,NA,NA,NA,NA,NA,0
126300,NA,NA,NA,NA,NA,NA,NA,0
126301,NA,NA,NA,NA,NA,NA,NA,0
126302,NA,NA,NA,NA,NA,NA,NA,0
126303,NA,NA,NA,NA,NA,NA,NA,0
126304,NA,NA,NA,NA,NA,NA,NA,0
126305,NA,NA,NA,NA,NA,NA,NA,0
126306,NA,NA,NA,NA,NA,NA,NA,0
126307,NA,NA,NA,NA,NA,NA,NA,0
126308,NA,NA,NA,NA,NA,NA,NA,0
126309,NA,NA,NA,NA,NA,NA,NA,0
126310,NA,NA,NA,NA,NA,NA,NA,0
126311,NA,NA,NA,NA,NA,NA,NA,0
126312,NA,NA,NA,NA,NA,NA,NA,0
126313,NA,NA,NA,NA,NA,NA,NA,0
126314,NA,NA,NA,NA,NA,NA,NA,0
126274,NA,NA,NA,NA,NA,NA,NA,0
126963,NA,NA,NA,NA,NA,NA,NA,0
126964,NA,NA,NA,NA,NA,NA,NA,0
126965,NA,NA,NA,NA,NA,NA,NA,0
126966,NA,NA,NA,NA,NA,NA,NA,0
126967,NA,NA,NA,NA,NA,NA,NA,0
126968,NA,NA,NA,NA,NA,NA,NA,0
126969,NA,NA,NA,NA,NA,NA,NA,0
126970,NA,NA,NA,NA,NA,NA,NA,0
126971,NA,NA,NA,NA,NA,NA,NA,0
126972,NA,NA,NA,NA,NA,NA,NA,0
126973,NA,NA,NA,NA,NA,NA,NA,0
126974,NA,NA,NA,NA,NA,NA,NA,0
126975,NA,NA,NA,NA,NA,NA,NA,0
126976,NA,NA,NA,NA,NA,NA,NA,0
126977,NA,NA,NA,NA,NA,NA,NA,0
126978,NA,NA,NA,NA,NA,NA,NA,0
126979,NA,NA,NA,NA,NA,NA,NA,0
126980,NA,NA,NA,NA,NA,NA,NA,0
126981,NA,NA,NA,NA,NA,NA,NA,0
126982,NA,NA,NA,NA,NA,NA,NA,0
126983,NA,NA,NA,NA,NA,NA,NA,0
126984,NA,NA,NA,NA,NA,NA,NA,0
126985,NA,NA,NA,NA,NA,NA,NA,0
126986,NA,NA,NA,NA,NA,NA,NA,0
126987,NA,NA,NA,NA,NA,NA,NA,0
126988,NA,NA,NA,NA,NA,NA,NA,0
126989,NA,NA,NA,NA,NA,NA,NA,0
126990,NA,NA,NA,NA,NA,NA,NA,0
126991,NA,NA,NA,NA,NA,NA,NA,0
126992,NA,NA,NA,NA,NA,NA,NA,0
126993,NA,NA,NA,NA,NA,NA,NA,0
126994,NA,NA,NA,NA,NA,NA,NA,0
126995,NA,NA,NA,NA,NA,NA,NA,0
126996,NA,NA,NA,NA,NA,NA,NA,0
126997,NA,NA,NA,NA,NA,NA,NA,0
126998,NA,NA,NA,NA,NA,NA,NA,0
126999,NA,NA,NA,NA,NA,NA,NA,0
127000,NA,NA,NA,NA,NA,NA,NA,0
127001,NA,NA,NA,NA,NA,NA,NA,0
127002,NA,NA,NA,NA,NA,NA,NA,0
127003,NA,NA,NA,NA,NA,NA,NA,0
127004,NA,NA,NA,NA,NA,NA,NA,0
127005,NA,NA,NA,NA,NA,NA,NA,0
127006,NA,NA,NA,NA,NA,NA,NA,0
127007,NA,NA,NA,NA,NA,NA,NA,0
124714,NA,NA,NA,NA,NA,NA,NA,0
124715,NA,NA,NA,NA,NA,NA,NA,0
124716,NA,NA,NA,NA,NA,NA,NA,0
124717,NA,NA,NA,NA,NA,NA,NA,0
124718,NA,NA,NA,NA,NA,NA,NA,0
124719,NA,NA,NA,NA,NA,NA,NA,0
124720,NA,NA,NA,NA,NA,NA,NA,0
124721,NA,NA,NA,NA,NA,NA,NA,0
124722,NA,NA,NA,NA,NA,NA,NA,0
124723,NA,NA,NA,NA,NA,NA,NA,0
124724,NA,NA,NA,NA,NA,NA,NA,0
124725,NA,NA,NA,NA,NA,NA,NA,0
124726,NA,NA,NA,NA,NA,NA,NA,0
124727,NA,NA,NA,NA,NA,NA,NA,0
124728,NA,NA,NA,NA,NA,NA,NA,0
124729,NA,NA,NA,NA,NA,NA,NA,0
124730,NA,NA,NA,NA,NA,NA,NA,0
124731,NA,NA,NA,NA,NA,NA,NA,0
124732,NA,NA,NA,NA,NA,NA,NA,0
124733,NA,NA,NA,NA,NA,NA,NA,0
124734,NA,NA,NA,NA,NA,NA,NA,0
124735,NA,NA,NA,NA,NA,NA,NA,0
124736,NA,NA,NA,NA,NA,NA,NA,0
124737,NA,NA,NA,NA,NA,NA,NA,0
124738,NA,NA,NA,NA,NA,NA,NA,0
124739,NA,NA,NA,NA,NA,NA,NA,0
124740,NA,NA,NA,NA,NA,NA,NA,0
124741,NA,NA,NA,NA,NA,NA,NA,0
124742,NA,NA,NA,NA,NA,NA,NA,0
124743,NA,NA,NA,NA,NA,NA,NA,0
124744,NA,NA,NA,NA,NA,NA,NA,0
124745,NA,NA,NA,NA,NA,NA,NA,0
124746,NA,NA,NA,NA,NA,NA,NA,0
124747,NA,NA,NA,NA,NA,NA,NA,0
124748,NA,NA,NA,NA,NA,NA,NA,0
124713,NA,NA,NA,NA,NA,NA,NA,0
126017,NA,NA,NA,NA,NA,NA,NA,0
126018,NA,NA,NA,NA,NA,NA,NA,0
126019,NA,NA,NA,NA,NA,NA,NA,0
126020,NA,NA,NA,NA,NA,NA,NA,0
126021,NA,NA,NA,NA,NA,NA,NA,0
126022,NA,NA,NA,NA,NA,NA,NA,0
126023,NA,NA,NA,NA,NA,NA,NA,0
126024,NA,NA,NA,NA,NA,NA,NA,0
126025,NA,NA,NA,NA,NA,NA,NA,0
126026,NA,NA,NA,NA,NA,NA,NA,0
126027,NA,NA,NA,NA,NA,NA,NA,0
126028,NA,NA,NA,NA,NA,NA,NA,0
126029,NA,NA,NA,NA,NA,NA,NA,0
126030,NA,NA,NA,NA,NA,NA,NA,0
126031,NA,NA,NA,NA,NA,NA,NA,0
126032,NA,NA,NA,NA,NA,NA,NA,0
126033,NA,NA,NA,NA,NA,NA,NA,0
126034,NA,NA,NA,NA,NA,NA,NA,0
126035,NA,NA,NA,NA,NA,NA,NA,0
126036,NA,NA,NA,NA,NA,NA,NA,0
126037,NA,NA,NA,NA,NA,NA,NA,0
126038,NA,NA,NA,NA,NA,NA,NA,0
126039,NA,NA,NA,NA,NA,NA,NA,0
126040,NA,NA,NA,NA,NA,NA,NA,0
126041,NA,NA,NA,NA,NA,NA,NA,0
126042,NA,NA,NA,NA,NA,NA,NA,0
126043,NA,NA,NA,NA,NA,NA,NA,0
126044,NA,NA,NA,NA,NA,NA,NA,0
126045,NA,NA,NA,NA,NA,NA,NA,0
126046,NA,NA,NA,NA,NA,NA,NA,0
126047,NA,NA,NA,NA,NA,NA,NA,0
126048,NA,NA,NA,NA,NA,NA,NA,0
126049,NA,NA,NA,NA,NA,NA,NA,0
126050,NA,NA,NA,NA,NA,NA,NA,0
126051,NA,NA,NA,NA,NA,NA,NA,0
126052,NA,NA,NA,NA,NA,NA,NA,0
126053,NA,NA,NA,NA,NA,NA,NA,0
126054,NA,NA,NA,NA,NA,NA,NA,0
126055,NA,NA,NA,NA,NA,NA,NA,0
126056,NA,NA,NA,NA,NA,NA,NA,0
126057,NA,NA,NA,NA,NA,NA,NA,0
126058,NA,NA,NA,NA,NA,NA,NA,0
126059,NA,NA,NA,NA,NA,NA,NA,0
126060,NA,NA,NA,NA,NA,NA,NA,0
126061,NA,NA,NA,NA,NA,NA,NA,0
126316,NA,NA,NA,NA,NA,NA,NA,0
126317,NA,NA,NA,NA,NA,NA,NA,0
126318,NA,NA,NA,NA,NA,NA,NA,0
126319,NA,NA,NA,NA,NA,NA,NA,0
126320,NA,NA,NA,NA,NA,NA,NA,0
126321,NA,NA,NA,NA,NA,NA,NA,0
126322,NA,NA,NA,NA,NA,NA,NA,0
126323,NA,NA,NA,NA,NA,NA,NA,0
126324,NA,NA,NA,NA,NA,NA,NA,0
126325,NA,NA,NA,NA,NA,NA,NA,0
126326,NA,NA,NA,NA,NA,NA,NA,0
126327,NA,NA,NA,NA,NA,NA,NA,0
126328,NA,NA,NA,NA,NA,NA,NA,0
126329,NA,NA,NA,NA,NA,NA,NA,0
126330,NA,NA,NA,NA,NA,NA,NA,0
126331,NA,NA,NA,NA,NA,NA,NA,0
126332,NA,NA,NA,NA,NA,NA,NA,0
126333,NA,NA,NA,NA,NA,NA,NA,0
126334,NA,NA,NA,NA,NA,NA,NA,0
126335,NA,NA,NA,NA,NA,NA,NA,0
126336,NA,NA,NA,NA,NA,NA,NA,0
126337,NA,NA,NA,NA,NA,NA,NA,0
126338,NA,NA,NA,NA,NA,NA,NA,0
126339,NA,NA,NA,NA,NA,NA,NA,0
126340,NA,NA,NA,NA,NA,NA,NA,0
126341,NA,NA,NA,NA,NA,NA,NA,0
126342,NA,NA,NA,NA,NA,NA,NA,0
126343,NA,NA,NA,NA,NA,NA,NA,0
126344,NA,NA,NA,NA,NA,NA,NA,0
126345,NA,NA,NA,NA,NA,NA,NA,0
126346,NA,NA,NA,NA,NA,NA,NA,0
126347,NA,NA,NA,NA,NA,NA,NA,0
126348,NA,NA,NA,NA,NA,NA,NA,0
126349,NA,NA,NA,NA,NA,NA,NA,0
126350,NA,NA,NA,NA,NA,NA,NA,0
126353,NA,NA,NA,NA,NA,NA,NA,0
126354,NA,NA,NA,NA,NA,NA,NA,0
126355,NA,NA,NA,NA,NA,NA,NA,0
126356,NA,NA,NA,NA,NA,NA,NA,0
126357,NA,NA,NA,NA,NA,NA,NA,0
126358,NA,NA,NA,NA,NA,NA,NA,0
126359,NA,NA,NA,NA,NA,NA,NA,0
126315,NA,NA,NA,NA,NA,NA,NA,0
127009,NA,NA,NA,NA,NA,NA,NA,0
127010,NA,NA,NA,NA,NA,NA,NA,0
127011,NA,NA,NA,NA,NA,NA,NA,0
127012,NA,NA,NA,NA,NA,NA,NA,0
127013,NA,NA,NA,NA,NA,NA,NA,0
127014,NA,NA,NA,NA,NA,NA,NA,0
127015,NA,NA,NA,NA,NA,NA,NA,0
127016,NA,NA,NA,NA,NA,NA,NA,0
127017,NA,NA,NA,NA,NA,NA,NA,0
127018,NA,NA,NA,NA,NA,NA,NA,0
127019,NA,NA,NA,NA,NA,NA,NA,0
127020,NA,NA,NA,NA,NA,NA,NA,0
127021,NA,NA,NA,NA,NA,NA,NA,0
127022,NA,NA,NA,NA,NA,NA,NA,0
127023,NA,NA,NA,NA,NA,NA,NA,0
127024,NA,NA,NA,NA,NA,NA,NA,0
127025,NA,NA,NA,NA,NA,NA,NA,0
127026,NA,NA,NA,NA,NA,NA,NA,0
127027,NA,NA,NA,NA,NA,NA,NA,0
127028,NA,NA,NA,NA,NA,NA,NA,0
127029,Pentoxifylline,HMDB0014944,4740,127029,C07424,NA,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,1
127030,NA,NA,NA,NA,NA,NA,NA,0
127031,NA,NA,NA,NA,NA,NA,NA,0
127032,NA,NA,NA,NA,NA,NA,NA,0
127033,NA,NA,NA,NA,NA,NA,NA,0
127034,NA,NA,NA,NA,NA,NA,NA,0
127035,NA,NA,NA,NA,NA,NA,NA,0
127036,NA,NA,NA,NA,NA,NA,NA,0
127037,NA,NA,NA,NA,NA,NA,NA,0
127038,NA,NA,NA,NA,NA,NA,NA,0
127039,NA,NA,NA,NA,NA,NA,NA,0
127040,NA,NA,NA,NA,NA,NA,NA,0
127041,NA,NA,NA,NA,NA,NA,NA,0
127042,NA,NA,NA,NA,NA,NA,NA,0
127043,NA,NA,NA,NA,NA,NA,NA,0
127044,NA,NA,NA,NA,NA,NA,NA,0
127045,NA,NA,NA,NA,NA,NA,NA,0
127046,NA,NA,NA,NA,NA,NA,NA,0
127047,NA,NA,NA,NA,NA,NA,NA,0
127048,NA,NA,NA,NA,NA,NA,NA,0
127049,NA,NA,NA,NA,NA,NA,NA,0
127050,NA,NA,NA,NA,NA,NA,NA,0
127051,NA,NA,NA,NA,NA,NA,NA,0
127008,NA,NA,NA,NA,NA,NA,NA,0
124750,NA,NA,NA,NA,NA,NA,NA,0
124751,NA,NA,NA,NA,NA,NA,NA,0
124752,NA,NA,NA,NA,NA,NA,NA,0
124753,NA,NA,NA,NA,NA,NA,NA,0
124754,NA,NA,NA,NA,NA,NA,NA,0
124755,NA,NA,NA,NA,NA,NA,NA,0
124756,NA,NA,NA,NA,NA,NA,NA,0
124757,NA,NA,NA,NA,NA,NA,NA,0
124758,NA,NA,NA,NA,NA,NA,NA,0
124759,NA,NA,NA,NA,NA,NA,NA,0
124760,NA,NA,NA,NA,NA,NA,NA,0
124761,NA,NA,NA,NA,NA,NA,NA,0
124762,NA,NA,NA,NA,NA,NA,NA,0
124763,NA,NA,NA,NA,NA,NA,NA,0
124764,NA,NA,NA,NA,NA,NA,NA,0
124765,NA,NA,NA,NA,NA,NA,NA,0
124766,NA,NA,NA,NA,NA,NA,NA,0
124767,NA,NA,NA,NA,NA,NA,NA,0
124768,NA,NA,NA,NA,NA,NA,NA,0
124769,NA,NA,NA,NA,NA,NA,NA,0
124770,NA,NA,NA,NA,NA,NA,NA,0
124771,NA,NA,NA,NA,NA,NA,NA,0
124772,NA,NA,NA,NA,NA,NA,NA,0
124773,NA,NA,NA,NA,NA,NA,NA,0
124774,NA,NA,NA,NA,NA,NA,NA,0
124775,NA,NA,NA,NA,NA,NA,NA,0
124776,NA,NA,NA,NA,NA,NA,NA,0
124777,NA,NA,NA,NA,NA,NA,NA,0
124778,NA,NA,NA,NA,NA,NA,NA,0
124779,NA,NA,NA,NA,NA,NA,NA,0
124780,NA,NA,NA,NA,NA,NA,NA,0
124781,NA,NA,NA,NA,NA,NA,NA,0
124782,NA,NA,NA,NA,NA,NA,NA,0
124783,NA,NA,NA,NA,NA,NA,NA,0
124784,NA,NA,NA,NA,NA,NA,NA,0
124749,NA,NA,NA,NA,NA,NA,NA,0
126062,NA,NA,NA,NA,NA,NA,NA,0
126063,NA,NA,NA,NA,NA,NA,NA,0
126064,NA,NA,NA,NA,NA,NA,NA,0
126065,NA,NA,NA,NA,NA,NA,NA,0
126066,NA,NA,NA,NA,NA,NA,NA,0
126067,NA,NA,NA,NA,NA,NA,NA,0
126068,NA,NA,NA,NA,NA,NA,NA,0
126069,NA,NA,NA,NA,NA,NA,NA,0
126070,NA,NA,NA,NA,NA,NA,NA,0
126071,NA,NA,NA,NA,NA,NA,NA,0
126072,NA,NA,NA,NA,NA,NA,NA,0
126073,NA,NA,NA,NA,NA,NA,NA,0
126074,NA,NA,NA,NA,NA,NA,NA,0
126075,NA,NA,NA,NA,NA,NA,NA,0
126076,NA,NA,NA,NA,NA,NA,NA,0
126077,NA,NA,NA,NA,NA,NA,NA,0
126078,NA,NA,NA,NA,NA,NA,NA,0
126079,NA,NA,NA,NA,NA,NA,NA,0
126080,NA,NA,NA,NA,NA,NA,NA,0
126081,NA,NA,NA,NA,NA,NA,NA,0
126082,NA,NA,NA,NA,NA,NA,NA,0
126083,NA,NA,NA,NA,NA,NA,NA,0
126084,NA,NA,NA,NA,NA,NA,NA,0
126085,NA,NA,NA,NA,NA,NA,NA,0
126086,NA,NA,NA,NA,NA,NA,NA,0
126087,NA,NA,NA,NA,NA,NA,NA,0
126088,NA,NA,NA,NA,NA,NA,NA,0
126089,NA,NA,NA,NA,NA,NA,NA,0
126090,NA,NA,NA,NA,NA,NA,NA,0
126091,NA,NA,NA,NA,NA,NA,NA,0
126092,NA,NA,NA,NA,NA,NA,NA,0
126093,NA,NA,NA,NA,NA,NA,NA,0
126094,NA,NA,NA,NA,NA,NA,NA,0
126095,NA,NA,NA,NA,NA,NA,NA,0
126096,NA,NA,NA,NA,NA,NA,NA,0
126097,NA,NA,NA,NA,NA,NA,NA,0
126098,NA,NA,NA,NA,NA,NA,NA,0
126099,NA,NA,NA,NA,NA,NA,NA,0
126100,NA,NA,NA,NA,NA,NA,NA,0
126101,NA,NA,NA,NA,NA,NA,NA,0
126102,NA,NA,NA,NA,NA,NA,NA,0
126103,NA,NA,NA,NA,NA,NA,NA,0
126361,NA,NA,NA,NA,NA,NA,NA,0
126362,NA,NA,NA,NA,NA,NA,NA,0
126363,NA,NA,NA,NA,NA,NA,NA,0
126364,NA,NA,NA,NA,NA,NA,NA,0
126365,NA,NA,NA,NA,NA,NA,NA,0
126366,NA,NA,NA,NA,NA,NA,NA,0
126367,NA,NA,NA,NA,NA,NA,NA,0
126368,NA,NA,NA,NA,NA,NA,NA,0
126369,NA,NA,NA,NA,NA,NA,NA,0
126370,NA,NA,NA,NA,NA,NA,NA,0
126371,NA,NA,NA,NA,NA,NA,NA,0
126372,NA,NA,NA,NA,NA,NA,NA,0
126373,NA,NA,NA,NA,NA,NA,NA,0
126374,NA,NA,NA,NA,NA,NA,NA,0
126375,NA,NA,NA,NA,NA,NA,NA,0
126376,NA,NA,NA,NA,NA,NA,NA,0
126377,NA,NA,NA,NA,NA,NA,NA,0
126378,NA,NA,NA,NA,NA,NA,NA,0
126379,NA,NA,NA,NA,NA,NA,NA,0
126380,NA,NA,NA,NA,NA,NA,NA,0
126381,NA,NA,NA,NA,NA,NA,NA,0
126382,NA,NA,NA,NA,NA,NA,NA,0
126383,NA,NA,NA,NA,NA,NA,NA,0
126384,NA,NA,NA,NA,NA,NA,NA,0
126385,NA,NA,NA,NA,NA,NA,NA,0
126386,NA,NA,NA,NA,NA,NA,NA,0
126387,NA,NA,NA,NA,NA,NA,NA,0
126388,NA,NA,NA,NA,NA,NA,NA,0
126389,NA,NA,NA,NA,NA,NA,NA,0
126390,NA,NA,NA,NA,NA,NA,NA,0
126391,NA,NA,NA,NA,NA,NA,NA,0
126392,NA,NA,NA,NA,NA,NA,NA,0
126393,NA,NA,NA,NA,NA,NA,NA,0
126394,NA,NA,NA,NA,NA,NA,NA,0
126395,NA,NA,NA,NA,NA,NA,NA,0
126396,NA,NA,NA,NA,NA,NA,NA,0
126397,NA,NA,NA,NA,NA,NA,NA,0
126398,NA,NA,NA,NA,NA,NA,NA,0
126399,NA,NA,NA,NA,NA,NA,NA,0
126400,NA,NA,NA,NA,NA,NA,NA,0
126401,NA,NA,NA,NA,NA,NA,NA,0
126402,NA,NA,NA,NA,NA,NA,NA,0
126403,NA,NA,NA,NA,NA,NA,NA,0
126360,NA,NA,NA,NA,NA,NA,NA,0
127053,NA,NA,NA,NA,NA,NA,NA,0
127054,NA,NA,NA,NA,NA,NA,NA,0
127055,NA,NA,NA,NA,NA,NA,NA,0
127056,NA,NA,NA,NA,NA,NA,NA,0
127057,NA,NA,NA,NA,NA,NA,NA,0
127058,NA,NA,NA,NA,NA,NA,NA,0
127059,NA,NA,NA,NA,NA,NA,NA,0
127060,NA,NA,NA,NA,NA,NA,NA,0
127061,NA,NA,NA,NA,NA,NA,NA,0
127062,NA,NA,NA,NA,NA,NA,NA,0
127063,NA,NA,NA,NA,NA,NA,NA,0
127064,NA,NA,NA,NA,NA,NA,NA,0
127065,NA,NA,NA,NA,NA,NA,NA,0
127066,NA,NA,NA,NA,NA,NA,NA,0
127067,NA,NA,NA,NA,NA,NA,NA,0
127068,NA,NA,NA,NA,NA,NA,NA,0
127069,NA,NA,NA,NA,NA,NA,NA,0
127070,NA,NA,NA,NA,NA,NA,NA,0
127071,NA,NA,NA,NA,NA,NA,NA,0
127072,NA,NA,NA,NA,NA,NA,NA,0
127073,NA,NA,NA,NA,NA,NA,NA,0
127074,NA,NA,NA,NA,NA,NA,NA,0
127075,NA,NA,NA,NA,NA,NA,NA,0
127076,NA,NA,NA,NA,NA,NA,NA,0
127077,NA,NA,NA,NA,NA,NA,NA,0
127078,NA,NA,NA,NA,NA,NA,NA,0
127079,NA,NA,NA,NA,NA,NA,NA,0
127080,NA,NA,NA,NA,NA,NA,NA,0
127081,NA,NA,NA,NA,NA,NA,NA,0
127082,NA,NA,NA,NA,NA,NA,NA,0
127083,NA,NA,NA,NA,NA,NA,NA,0
127084,NA,NA,NA,NA,NA,NA,NA,0
127085,NA,NA,NA,NA,NA,NA,NA,0
127086,NA,NA,NA,NA,NA,NA,NA,0
127087,NA,NA,NA,NA,NA,NA,NA,0
127088,NA,NA,NA,NA,NA,NA,NA,0
127089,NA,NA,NA,NA,NA,NA,NA,0
127090,NA,NA,NA,NA,NA,NA,NA,0
127091,NA,NA,NA,NA,NA,NA,NA,0
127092,NA,NA,NA,NA,NA,NA,NA,0
127093,NA,NA,NA,NA,NA,NA,NA,0
127094,NA,NA,NA,NA,NA,NA,NA,0
127095,NA,NA,NA,NA,NA,NA,NA,0
127096,NA,NA,NA,NA,NA,NA,NA,0
127052,NA,NA,NA,NA,NA,NA,NA,0
124785,NA,NA,NA,NA,NA,NA,NA,0
124786,NA,NA,NA,NA,NA,NA,NA,0
124787,NA,NA,NA,NA,NA,NA,NA,0
124788,NA,NA,NA,NA,NA,NA,NA,0
124789,NA,NA,NA,NA,NA,NA,NA,0
124790,NA,NA,NA,NA,NA,NA,NA,0
124791,NA,NA,NA,NA,NA,NA,NA,0
124792,NA,NA,NA,NA,NA,NA,NA,0
124793,NA,NA,NA,NA,NA,NA,NA,0
124794,NA,NA,NA,NA,NA,NA,NA,0
124795,NA,NA,NA,NA,NA,NA,NA,0
124796,NA,NA,NA,NA,NA,NA,NA,0
124797,NA,NA,NA,NA,NA,NA,NA,0
124798,NA,NA,NA,NA,NA,NA,NA,0
124799,NA,NA,NA,NA,NA,NA,NA,0
124800,NA,NA,NA,NA,NA,NA,NA,0
124801,NA,NA,NA,NA,NA,NA,NA,0
124802,NA,NA,NA,NA,NA,NA,NA,0
124803,NA,NA,NA,NA,NA,NA,NA,0
124804,NA,NA,NA,NA,NA,NA,NA,0
124805,NA,NA,NA,NA,NA,NA,NA,0
124806,NA,NA,NA,NA,NA,NA,NA,0
124807,NA,NA,NA,NA,NA,NA,NA,0
124808,NA,NA,NA,NA,NA,NA,NA,0
124809,NA,NA,NA,NA,NA,NA,NA,0
124810,NA,NA,NA,NA,NA,NA,NA,0
124811,NA,NA,NA,NA,NA,NA,NA,0
124812,NA,NA,NA,NA,NA,NA,NA,0
124813,NA,NA,NA,NA,NA,NA,NA,0
124814,NA,NA,NA,NA,NA,NA,NA,0
124815,NA,NA,NA,NA,NA,NA,NA,0
124816,NA,NA,NA,NA,NA,NA,NA,0
124817,NA,NA,NA,NA,NA,NA,NA,0
124818,NA,NA,NA,NA,NA,NA,NA,0
124819,NA,NA,NA,NA,NA,NA,NA,0
124820,NA,NA,NA,NA,NA,NA,NA,0
124821,NA,NA,NA,NA,NA,NA,NA,0
126104,NA,NA,NA,NA,NA,NA,NA,0
126105,NA,NA,NA,NA,NA,NA,NA,0
126106,NA,NA,NA,NA,NA,NA,NA,0
126107,NA,NA,NA,NA,NA,NA,NA,0
126108,NA,NA,NA,NA,NA,NA,NA,0
126109,NA,NA,NA,NA,NA,NA,NA,0
126110,NA,NA,NA,NA,NA,NA,NA,0
126111,NA,NA,NA,NA,NA,NA,NA,0
126112,NA,NA,NA,NA,NA,NA,NA,0
126113,NA,NA,NA,NA,NA,NA,NA,0
126114,NA,NA,NA,NA,NA,NA,NA,0
126115,NA,NA,NA,NA,NA,NA,NA,0
126116,NA,NA,NA,NA,NA,NA,NA,0
126117,NA,NA,NA,NA,NA,NA,NA,0
126118,NA,NA,NA,NA,NA,NA,NA,0
126119,NA,NA,NA,NA,NA,NA,NA,0
126120,NA,NA,NA,NA,NA,NA,NA,0
126121,NA,NA,NA,NA,NA,NA,NA,0
126122,NA,NA,NA,NA,NA,NA,NA,0
126123,NA,NA,NA,NA,NA,NA,NA,0
126124,NA,NA,NA,NA,NA,NA,NA,0
126125,NA,NA,NA,NA,NA,NA,NA,0
126126,NA,NA,NA,NA,NA,NA,NA,0
126127,NA,NA,NA,NA,NA,NA,NA,0
126128,NA,NA,NA,NA,NA,NA,NA,0
126129,NA,NA,NA,NA,NA,NA,NA,0
126130,NA,NA,NA,NA,NA,NA,NA,0
126131,NA,NA,NA,NA,NA,NA,NA,0
126132,NA,NA,NA,NA,NA,NA,NA,0
126133,NA,NA,NA,NA,NA,NA,NA,0
126134,NA,NA,NA,NA,NA,NA,NA,0
126135,NA,NA,NA,NA,NA,NA,NA,0
126136,NA,NA,NA,NA,NA,NA,NA,0
126137,NA,NA,NA,NA,NA,NA,NA,0
126138,NA,NA,NA,NA,NA,NA,NA,0
126139,NA,NA,NA,NA,NA,NA,NA,0
126140,NA,NA,NA,NA,NA,NA,NA,0
126141,NA,NA,NA,NA,NA,NA,NA,0
126142,NA,NA,NA,NA,NA,NA,NA,0
126143,NA,NA,NA,NA,NA,NA,NA,0
126144,NA,NA,NA,NA,NA,NA,NA,0
126145,NA,NA,NA,NA,NA,NA,NA,0
126405,NA,NA,NA,NA,NA,NA,NA,0
126406,NA,NA,NA,NA,NA,NA,NA,0
126407,NA,NA,NA,NA,NA,NA,NA,0
126408,NA,NA,NA,NA,NA,NA,NA,0
126409,NA,NA,NA,NA,NA,NA,NA,0
126410,NA,NA,NA,NA,NA,NA,NA,0
126411,NA,NA,NA,NA,NA,NA,NA,0
126412,NA,NA,NA,NA,NA,NA,NA,0
126413,NA,NA,NA,NA,NA,NA,NA,0
126414,NA,NA,NA,NA,NA,NA,NA,0
126415,NA,NA,NA,NA,NA,NA,NA,0
126416,NA,NA,NA,NA,NA,NA,NA,0
126417,NA,NA,NA,NA,NA,NA,NA,0
126418,NA,NA,NA,NA,NA,NA,NA,0
126419,NA,NA,NA,NA,NA,NA,NA,0
126420,NA,NA,NA,NA,NA,NA,NA,0
126421,NA,NA,NA,NA,NA,NA,NA,0
126422,NA,NA,NA,NA,NA,NA,NA,0
126423,NA,NA,NA,NA,NA,NA,NA,0
126424,NA,NA,NA,NA,NA,NA,NA,0
126425,NA,NA,NA,NA,NA,NA,NA,0
126426,NA,NA,NA,NA,NA,NA,NA,0
126427,NA,NA,NA,NA,NA,NA,NA,0
126428,NA,NA,NA,NA,NA,NA,NA,0
126429,NA,NA,NA,NA,NA,NA,NA,0
126430,NA,NA,NA,NA,NA,NA,NA,0
